Day of Invoice Document Date,Month of Invoice Document Date,Product Group Code,SalesRegion,Universe Title,Year of Invoice Document Date,SalesEUR
20,June,09,CH,MAXI SCOOTER,2016,778.1
17,June,09,CH,MAXI SCOOTER,2016,220
16,June,09,CH,MAXI SCOOTER,2016,433.55
15,June,09,CH,MAXI SCOOTER,2016,423.14
14,June,09,CH,MAXI SCOOTER,2016,181.2
13,June,09,CH,MAXI SCOOTER,2016,222
10,June,09,CH,MAXI SCOOTER,2016,258.09
9,June,09,CH,MAXI SCOOTER,2016,42.3
8,June,09,CH,MAXI SCOOTER,2016,241.97
7,June,09,CH,MAXI SCOOTER,2016,331.09
6,June,09,CH,MAXI SCOOTER,2016,345.37
3,June,09,CH,MAXI SCOOTER,2016,122.1
2,June,09,CH,MAXI SCOOTER,2016,226.89
1,June,09,CH,MAXI SCOOTER,2016,621.12
30,June,09,BE,MAXI SCOOTER,2016,224.85
29,June,09,BE,MAXI SCOOTER,2016,111.96
28,June,09,BE,MAXI SCOOTER,2016,526.09
27,June,09,BE,MAXI SCOOTER,2016,403.74
24,June,09,BE,MAXI SCOOTER,2016,33.63
23,June,09,BE,MAXI SCOOTER,2016,215.83
22,June,09,BE,MAXI SCOOTER,2016,139.84
21,June,09,BE,MAXI SCOOTER,2016,163.78
20,June,09,BE,MAXI SCOOTER,2016,163.32
17,June,09,BE,MAXI SCOOTER,2016,84.1
16,June,09,BE,MAXI SCOOTER,2016,35.84
15,June,09,BE,MAXI SCOOTER,2016,249.96
14,June,09,BE,MAXI SCOOTER,2016,95.68
13,June,09,BE,MAXI SCOOTER,2016,227.94
10,June,09,BE,MAXI SCOOTER,2016,131.04
9,June,09,BE,MAXI SCOOTER,2016,332.62
8,June,09,BE,MAXI SCOOTER,2016,260.25
7,June,09,BE,MAXI SCOOTER,2016,260.63
6,June,09,BE,MAXI SCOOTER,2016,496.9
2,June,09,BE,MAXI SCOOTER,2016,115.18
1,June,09,BE,MAXI SCOOTER,2016,147.28
22,July,09,NL,MAXI SCOOTER,2016,45.88
19,July,09,NL,MAXI SCOOTER,2016,83.4
18,July,09,NL,MAXI SCOOTER,2016,103.44
13,July,09,NL,MAXI SCOOTER,2016,106.64
12,July,09,NL,MAXI SCOOTER,2016,97.34
4,July,09,NL,MAXI SCOOTER,2016,110.84
29,July,09,FR,MAXI SCOOTER,2016,2140.69
28,July,09,FR,MAXI SCOOTER,2016,2791.78
27,July,09,FR,MAXI SCOOTER,2016,3915.84
26,July,09,FR,MAXI SCOOTER,2016,4080.04
25,July,09,FR,MAXI SCOOTER,2016,3668.44
22,July,09,FR,MAXI SCOOTER,2016,2990.81
21,July,09,FR,MAXI SCOOTER,2016,3364.86
20,July,09,FR,MAXI SCOOTER,2016,3727.65
19,July,09,FR,MAXI SCOOTER,2016,6069.87
18,July,09,FR,MAXI SCOOTER,2016,4108.83
15,July,09,FR,MAXI SCOOTER,2016,4024.51
13,July,09,FR,MAXI SCOOTER,2016,3648
12,July,09,FR,MAXI SCOOTER,2016,2935.45
11,July,09,FR,MAXI SCOOTER,2016,2998.85
8,July,09,FR,MAXI SCOOTER,2016,6314.98
7,July,09,FR,MAXI SCOOTER,2016,4601.66
6,July,09,FR,MAXI SCOOTER,2016,3693.26
5,July,09,FR,MAXI SCOOTER,2016,4155.26
4,July,09,FR,MAXI SCOOTER,2016,5200.13
1,July,09,FR,MAXI SCOOTER,2016,2357.08
30,July,09,CH,MAXI SCOOTER,2016,-2.79
29,July,09,CH,MAXI SCOOTER,2016,238.5
28,July,09,CH,MAXI SCOOTER,2016,266.7
27,July,09,CH,MAXI SCOOTER,2016,55.8
26,July,09,CH,MAXI SCOOTER,2016,456.48
25,July,09,CH,MAXI SCOOTER,2016,730.11
22,July,09,CH,MAXI SCOOTER,2016,454.8
21,July,09,CH,MAXI SCOOTER,2016,333.69
20,July,09,CH,MAXI SCOOTER,2016,336.9
19,July,09,CH,MAXI SCOOTER,2016,298.23
18,July,09,CH,MAXI SCOOTER,2016,357.03
15,July,09,CH,MAXI SCOOTER,2016,527.85
13,July,09,CH,MAXI SCOOTER,2016,461.1
12,July,09,CH,MAXI SCOOTER,2016,292.65
11,July,09,CH,MAXI SCOOTER,2016,802.11
8,July,09,CH,MAXI SCOOTER,2016,98.5
7,July,09,CH,MAXI SCOOTER,2016,294.14
6,July,09,CH,MAXI SCOOTER,2016,352.85
5,July,09,CH,MAXI SCOOTER,2016,450.21
4,July,09,CH,MAXI SCOOTER,2016,270
1,July,09,CH,MAXI SCOOTER,2016,163.35
28,July,09,BE,MAXI SCOOTER,2016,785.14
26,July,09,BE,MAXI SCOOTER,2016,249.84
25,July,09,BE,MAXI SCOOTER,2016,35.84
22,July,09,BE,MAXI SCOOTER,2016,86.35
20,July,09,BE,MAXI SCOOTER,2016,30.24
19,July,09,BE,MAXI SCOOTER,2016,137.43
18,July,09,BE,MAXI SCOOTER,2016,153.06
15,July,09,BE,MAXI SCOOTER,2016,26.5
13,July,09,BE,MAXI SCOOTER,2016,164.64
12,July,09,BE,MAXI SCOOTER,2016,219.07
11,July,09,BE,MAXI SCOOTER,2016,320.18
8,July,09,BE,MAXI SCOOTER,2016,233.76
7,July,09,BE,MAXI SCOOTER,2016,376.79
6,July,09,BE,MAXI SCOOTER,2016,173.54
4,July,09,BE,MAXI SCOOTER,2016,246.9
30,August,09,NL,MAXI SCOOTER,2016,112.55
25,August,09,NL,MAXI SCOOTER,2016,56.65
23,August,09,NL,MAXI SCOOTER,2016,32.86
16,August,09,NL,MAXI SCOOTER,2016,29.76
11,August,09,NL,MAXI SCOOTER,2016,43.2
2,August,09,NL,MAXI SCOOTER,2016,122.04
31,August,09,FR,MAXI SCOOTER,2016,5047.17
30,August,09,FR,MAXI SCOOTER,2016,3084.66
29,August,09,FR,MAXI SCOOTER,2016,3039.45
26,August,09,FR,MAXI SCOOTER,2016,2071.03
25,August,09,FR,MAXI SCOOTER,2016,2451.78
24,August,09,FR,MAXI SCOOTER,2016,3600.63
23,August,09,FR,MAXI SCOOTER,2016,2184.11
22,August,09,FR,MAXI SCOOTER,2016,2370.4
19,August,09,FR,MAXI SCOOTER,2016,1653.18
18,August,09,FR,MAXI SCOOTER,2016,2249.55
17,August,09,FR,MAXI SCOOTER,2016,2320.13
16,August,09,FR,MAXI SCOOTER,2016,4088.68
15,August,09,FR,MAXI SCOOTER,2016,43.12
12,August,09,FR,MAXI SCOOTER,2016,2449.06
11,August,09,FR,MAXI SCOOTER,2016,2137.76
10,August,09,FR,MAXI SCOOTER,2016,2302.52
9,August,09,FR,MAXI SCOOTER,2016,2887.24
8,August,09,FR,MAXI SCOOTER,2016,3150.3
5,August,09,FR,MAXI SCOOTER,2016,941.4
4,August,09,FR,MAXI SCOOTER,2016,3552.72
3,August,09,FR,MAXI SCOOTER,2016,3246.62
2,August,09,FR,MAXI SCOOTER,2016,2466.91
1,August,09,FR,MAXI SCOOTER,2016,3267.91
31,August,09,CH,MAXI SCOOTER,2016,795.58
30,August,09,CH,MAXI SCOOTER,2016,70.2
29,August,09,CH,MAXI SCOOTER,2016,172.98
26,August,09,CH,MAXI SCOOTER,2016,470.24
25,August,09,CH,MAXI SCOOTER,2016,258.82
24,August,09,CH,MAXI SCOOTER,2016,229.94
23,August,09,CH,MAXI SCOOTER,2016,265.92
22,August,09,CH,MAXI SCOOTER,2016,385.88
19,August,09,CH,MAXI SCOOTER,2016,102.15
18,August,09,CH,MAXI SCOOTER,2016,126.3
17,August,09,CH,MAXI SCOOTER,2016,239.24
16,August,09,CH,MAXI SCOOTER,2016,503.94
12,August,09,CH,MAXI SCOOTER,2016,218.58
11,August,09,CH,MAXI SCOOTER,2016,103.1
10,August,09,CH,MAXI SCOOTER,2016,237.26
9,August,09,CH,MAXI SCOOTER,2016,345.49
8,August,09,CH,MAXI SCOOTER,2016,707.09
5,August,09,CH,MAXI SCOOTER,2016,45
4,August,09,CH,MAXI SCOOTER,2016,105.99
3,August,09,CH,MAXI SCOOTER,2016,175.2
2,August,09,CH,MAXI SCOOTER,2016,230.01
31,August,09,BE,MAXI SCOOTER,2016,392.67
29,August,09,BE,MAXI SCOOTER,2016,320.88
26,August,09,BE,MAXI SCOOTER,2016,68.4
25,August,09,BE,MAXI SCOOTER,2016,88.59
24,August,09,BE,MAXI SCOOTER,2016,895.54
23,August,09,BE,MAXI SCOOTER,2016,60.72
22,August,09,BE,MAXI SCOOTER,2016,52
19,August,09,BE,MAXI SCOOTER,2016,-611.52
18,August,09,BE,MAXI SCOOTER,2016,77.37
17,August,09,BE,MAXI SCOOTER,2016,233.52
16,August,09,BE,MAXI SCOOTER,2016,546.51
11,August,09,BE,MAXI SCOOTER,2016,26.5
9,August,09,BE,MAXI SCOOTER,2016,431.55
8,August,09,BE,MAXI SCOOTER,2016,163.72
4,August,09,BE,MAXI SCOOTER,2016,245.37
3,August,09,BE,MAXI SCOOTER,2016,46.5
2,August,09,BE,MAXI SCOOTER,2016,131.04
1,August,09,BE,MAXI SCOOTER,2016,100.8
27,September,09,NL,MAXI SCOOTER,2016,152.97
22,September,09,NL,MAXI SCOOTER,2016,59.28
16,September,09,NL,MAXI SCOOTER,2016,90.72
12,September,09,NL,MAXI SCOOTER,2016,34.1
30,September,09,FR,MAXI SCOOTER,2016,2617.24
29,September,09,FR,MAXI SCOOTER,2016,3931.29
28,September,09,FR,MAXI SCOOTER,2016,3501.51
27,September,09,FR,MAXI SCOOTER,2016,3854.43
26,September,09,FR,MAXI SCOOTER,2016,5969.02
23,September,09,FR,MAXI SCOOTER,2016,3751.56
22,September,09,FR,MAXI SCOOTER,2016,4596.4
21,September,09,FR,MAXI SCOOTER,2016,4047.74
20,September,09,FR,MAXI SCOOTER,2016,3684.86
19,September,09,FR,MAXI SCOOTER,2016,4141.16
16,September,09,FR,MAXI SCOOTER,2016,2360.62
15,September,09,FR,MAXI SCOOTER,2016,4586.65
14,September,09,FR,MAXI SCOOTER,2016,4645.99
13,September,09,FR,MAXI SCOOTER,2016,4627.92
12,September,09,FR,MAXI SCOOTER,2016,4777.92
9,September,09,FR,MAXI SCOOTER,2016,2679.56
8,September,09,FR,MAXI SCOOTER,2016,4956.63
7,September,09,FR,MAXI SCOOTER,2016,5060.42
6,September,09,FR,MAXI SCOOTER,2016,5696.05
5,September,09,FR,MAXI SCOOTER,2016,4696.67
2,September,09,FR,MAXI SCOOTER,2016,2836.61
1,September,09,FR,MAXI SCOOTER,2016,3497.68
30,September,09,CH,MAXI SCOOTER,2016,195.55
29,September,09,CH,MAXI SCOOTER,2016,257.27
28,September,09,CH,MAXI SCOOTER,2016,487.08
27,September,09,CH,MAXI SCOOTER,2016,173.76
26,September,09,CH,MAXI SCOOTER,2016,486.85
23,September,09,CH,MAXI SCOOTER,2016,121.05
22,September,09,CH,MAXI SCOOTER,2016,542.59
21,September,09,CH,MAXI SCOOTER,2016,603.91
20,September,09,CH,MAXI SCOOTER,2016,122.15
19,September,09,CH,MAXI SCOOTER,2016,147.34
16,September,09,CH,MAXI SCOOTER,2016,210.95
15,September,09,CH,MAXI SCOOTER,2016,78.3
14,September,09,CH,MAXI SCOOTER,2016,170.9
13,September,09,CH,MAXI SCOOTER,2016,1070.45
12,September,09,CH,MAXI SCOOTER,2016,323.64
9,September,09,CH,MAXI SCOOTER,2016,64.48
8,September,09,CH,MAXI SCOOTER,2016,193.05
7,September,09,CH,MAXI SCOOTER,2016,615.15
6,September,09,CH,MAXI SCOOTER,2016,573.81
5,September,09,CH,MAXI SCOOTER,2016,331.27
2,September,09,CH,MAXI SCOOTER,2016,106.95
1,September,09,CH,MAXI SCOOTER,2016,97.92
30,September,09,BE,MAXI SCOOTER,2016,28
29,September,09,BE,MAXI SCOOTER,2016,293.06
28,September,09,BE,MAXI SCOOTER,2016,179.72
27,September,09,BE,MAXI SCOOTER,2016,200.44
26,September,09,BE,MAXI SCOOTER,2016,290.2
23,September,09,BE,MAXI SCOOTER,2016,40.32
22,September,09,BE,MAXI SCOOTER,2016,550.12
21,September,09,BE,MAXI SCOOTER,2016,254.7
20,September,09,BE,MAXI SCOOTER,2016,127.12
16,September,09,BE,MAXI SCOOTER,2016,70.4
15,September,09,BE,MAXI SCOOTER,2016,411.31
14,September,09,BE,MAXI SCOOTER,2016,66.15
13,September,09,BE,MAXI SCOOTER,2016,413.11
12,September,09,BE,MAXI SCOOTER,2016,188.56
9,September,09,BE,MAXI SCOOTER,2016,32.48
8,September,09,BE,MAXI SCOOTER,2016,250.64
7,September,09,BE,MAXI SCOOTER,2016,533.65
6,September,09,BE,MAXI SCOOTER,2016,100.24
5,September,09,BE,MAXI SCOOTER,2016,549.93
1,September,09,BE,MAXI SCOOTER,2016,129.92
17,October,09,NL,MAXI SCOOTER,2016,66.08
13,October,09,NL,MAXI SCOOTER,2016,29.76
5,October,09,NL,MAXI SCOOTER,2016,72
4,October,09,NL,MAXI SCOOTER,2016,62.1
31,October,09,FR,MAXI SCOOTER,2016,1267.69
28,October,09,FR,MAXI SCOOTER,2016,1202.84
27,October,09,FR,MAXI SCOOTER,2016,2828.44
26,October,09,FR,MAXI SCOOTER,2016,2438.19
25,October,09,FR,MAXI SCOOTER,2016,2677.8
24,October,09,FR,MAXI SCOOTER,2016,3502.38
21,October,09,FR,MAXI SCOOTER,2016,1062.23
20,October,09,FR,MAXI SCOOTER,2016,4336.13
19,October,09,FR,MAXI SCOOTER,2016,4692.94
18,October,09,FR,MAXI SCOOTER,2016,3983.53
17,October,09,FR,MAXI SCOOTER,2016,2349.64
14,October,09,FR,MAXI SCOOTER,2016,3877.25
13,October,09,FR,MAXI SCOOTER,2016,4095.12
12,October,09,FR,MAXI SCOOTER,2016,4060.23
11,October,09,FR,MAXI SCOOTER,2016,2380.4
10,October,09,FR,MAXI SCOOTER,2016,3332.59
7,October,09,FR,MAXI SCOOTER,2016,3857.36
6,October,09,FR,MAXI SCOOTER,2016,4925.98
5,October,09,FR,MAXI SCOOTER,2016,5965.13
4,October,09,FR,MAXI SCOOTER,2016,4062.82
3,October,09,FR,MAXI SCOOTER,2016,5031.5
31,October,09,CH,MAXI SCOOTER,2016,132.12
27,October,09,CH,MAXI SCOOTER,2016,64.24
26,October,09,CH,MAXI SCOOTER,2016,349.95
25,October,09,CH,MAXI SCOOTER,2016,279.75
24,October,09,CH,MAXI SCOOTER,2016,339.22
21,October,09,CH,MAXI SCOOTER,2016,149.4
20,October,09,CH,MAXI SCOOTER,2016,478.41
19,October,09,CH,MAXI SCOOTER,2016,64.8
18,October,09,CH,MAXI SCOOTER,2016,457.88
17,October,09,CH,MAXI SCOOTER,2016,884.44
13,October,09,CH,MAXI SCOOTER,2016,649.22
12,October,09,CH,MAXI SCOOTER,2016,161.5
11,October,09,CH,MAXI SCOOTER,2016,352.73
10,October,09,CH,MAXI SCOOTER,2016,279.93
7,October,09,CH,MAXI SCOOTER,2016,167.4
6,October,09,CH,MAXI SCOOTER,2016,549.2
5,October,09,CH,MAXI SCOOTER,2016,297.75
4,October,09,CH,MAXI SCOOTER,2016,336.25
3,October,09,CH,MAXI SCOOTER,2016,360.87
31,October,09,BE,MAXI SCOOTER,2016,116.72
28,October,09,BE,MAXI SCOOTER,2016,258.48
27,October,09,BE,MAXI SCOOTER,2016,103.04
26,October,09,BE,MAXI SCOOTER,2016,66.08
25,October,09,BE,MAXI SCOOTER,2016,60.58
24,October,09,BE,MAXI SCOOTER,2016,151.8
21,October,09,BE,MAXI SCOOTER,2016,218.56
20,October,09,BE,MAXI SCOOTER,2016,189.98
19,October,09,BE,MAXI SCOOTER,2016,115.03
18,October,09,BE,MAXI SCOOTER,2016,41.44
17,October,09,BE,MAXI SCOOTER,2016,333.28
13,October,09,BE,MAXI SCOOTER,2016,260.96
12,October,09,BE,MAXI SCOOTER,2016,639.54
11,October,09,BE,MAXI SCOOTER,2016,94.06
10,October,09,BE,MAXI SCOOTER,2016,214.42
7,October,09,BE,MAXI SCOOTER,2016,263.24
6,October,09,BE,MAXI SCOOTER,2016,125.98
5,October,09,BE,MAXI SCOOTER,2016,524.75
4,October,09,BE,MAXI SCOOTER,2016,43.68
3,October,09,BE,MAXI SCOOTER,2016,457.23
30,November,09,NL,MAXI SCOOTER,2016,223.17
24,November,09,NL,MAXI SCOOTER,2016,50
23,November,09,NL,MAXI SCOOTER,2016,94.86
22,November,09,NL,MAXI SCOOTER,2016,111.6
21,November,09,NL,MAXI SCOOTER,2016,65.72
18,November,09,NL,MAXI SCOOTER,2016,65.72
17,November,09,NL,MAXI SCOOTER,2016,73.16
15,November,09,NL,MAXI SCOOTER,2016,122.31
3,November,09,NL,MAXI SCOOTER,2016,79.5
30,November,09,FR,MAXI SCOOTER,2016,2391.12
29,November,09,FR,MAXI SCOOTER,2016,2215.38
28,November,09,FR,MAXI SCOOTER,2016,2530.17
25,November,09,FR,MAXI SCOOTER,2016,1274.2
24,November,09,FR,MAXI SCOOTER,2016,1283.35
23,November,09,FR,MAXI SCOOTER,2016,2939.11
22,November,09,FR,MAXI SCOOTER,2016,2344.21
21,November,09,FR,MAXI SCOOTER,2016,3924.21
18,November,09,FR,MAXI SCOOTER,2016,2279
17,November,09,FR,MAXI SCOOTER,2016,2193.5
16,November,09,FR,MAXI SCOOTER,2016,3641.74
15,November,09,FR,MAXI SCOOTER,2016,3944.54
14,November,09,FR,MAXI SCOOTER,2016,3012.4
10,November,09,FR,MAXI SCOOTER,2016,1623.49
9,November,09,FR,MAXI SCOOTER,2016,1975.42
8,November,09,FR,MAXI SCOOTER,2016,4846.88
7,November,09,FR,MAXI SCOOTER,2016,3106.4
4,November,09,FR,MAXI SCOOTER,2016,2192.42
3,November,09,FR,MAXI SCOOTER,2016,3253.78
2,November,09,FR,MAXI SCOOTER,2016,3102.52
30,November,09,CH,MAXI SCOOTER,2016,-51.66
29,November,09,CH,MAXI SCOOTER,2016,336.63
28,November,09,CH,MAXI SCOOTER,2016,280.75
25,November,09,CH,MAXI SCOOTER,2016,68.4
24,November,09,CH,MAXI SCOOTER,2016,48.15
23,November,09,CH,MAXI SCOOTER,2016,94.65
22,November,09,CH,MAXI SCOOTER,2016,114.3
21,November,09,CH,MAXI SCOOTER,2016,457.49
17,November,09,CH,MAXI SCOOTER,2016,0
16,November,09,CH,MAXI SCOOTER,2016,78.2
15,November,09,CH,MAXI SCOOTER,2016,237.24
14,November,09,CH,MAXI SCOOTER,2016,533.25
11,November,09,CH,MAXI SCOOTER,2016,34.77
10,November,09,CH,MAXI SCOOTER,2016,243.45
9,November,09,CH,MAXI SCOOTER,2016,46.88
8,November,09,CH,MAXI SCOOTER,2016,167.1
7,November,09,CH,MAXI SCOOTER,2016,273.88
4,November,09,CH,MAXI SCOOTER,2016,184.25
3,November,09,CH,MAXI SCOOTER,2016,346.69
2,November,09,CH,MAXI SCOOTER,2016,744.58
29,November,09,BE,MAXI SCOOTER,2016,302.32
28,November,09,BE,MAXI SCOOTER,2016,343.19
25,November,09,BE,MAXI SCOOTER,2016,216.75
24,November,09,BE,MAXI SCOOTER,2016,267.24
23,November,09,BE,MAXI SCOOTER,2016,293.8
22,November,09,BE,MAXI SCOOTER,2016,220.76
21,November,09,BE,MAXI SCOOTER,2016,380.56
18,November,09,BE,MAXI SCOOTER,2016,54.41
17,November,09,BE,MAXI SCOOTER,2016,191.59
16,November,09,BE,MAXI SCOOTER,2016,198.88
15,November,09,BE,MAXI SCOOTER,2016,641.94
14,November,09,BE,MAXI SCOOTER,2016,296.23
11,November,09,BE,MAXI SCOOTER,2016,96.88
10,November,09,BE,MAXI SCOOTER,2016,86.24
9,November,09,BE,MAXI SCOOTER,2016,32.86
8,November,09,BE,MAXI SCOOTER,2016,36.96
7,November,09,BE,MAXI SCOOTER,2016,120.96
4,November,09,BE,MAXI SCOOTER,2016,236.69
3,November,09,BE,MAXI SCOOTER,2016,132.79
2,November,09,BE,MAXI SCOOTER,2016,127
14,December,09,NL,MAXI SCOOTER,2016,57.12
7,December,09,NL,MAXI SCOOTER,2016,159
6,December,09,NL,MAXI SCOOTER,2016,64.18
23,December,09,FR,MAXI SCOOTER,2016,881.54
22,December,09,FR,MAXI SCOOTER,2016,1446.26
21,December,09,FR,MAXI SCOOTER,2016,1827.08
20,December,09,FR,MAXI SCOOTER,2016,2511.25
19,December,09,FR,MAXI SCOOTER,2016,2633.34
16,December,09,FR,MAXI SCOOTER,2016,827.57
15,December,09,FR,MAXI SCOOTER,2016,2033.76
14,December,09,FR,MAXI SCOOTER,2016,2838.77
13,December,09,FR,MAXI SCOOTER,2016,2794.43
12,December,09,FR,MAXI SCOOTER,2016,1584.23
9,December,09,FR,MAXI SCOOTER,2016,1887.81
8,December,09,FR,MAXI SCOOTER,2016,2498.99
7,December,09,FR,MAXI SCOOTER,2016,4807.75
6,December,09,FR,MAXI SCOOTER,2016,2236.16
5,December,09,FR,MAXI SCOOTER,2016,2784.43
2,December,09,FR,MAXI SCOOTER,2016,1945.89
1,December,09,FR,MAXI SCOOTER,2016,2892.97
22,December,09,CH,MAXI SCOOTER,2016,-89.1
21,December,09,CH,MAXI SCOOTER,2016,86.22
20,December,09,CH,MAXI SCOOTER,2016,135.24
19,December,09,CH,MAXI SCOOTER,2016,406.22
16,December,09,CH,MAXI SCOOTER,2016,43
15,December,09,CH,MAXI SCOOTER,2016,93.42
13,December,09,CH,MAXI SCOOTER,2016,168.43
12,December,09,CH,MAXI SCOOTER,2016,50.4
9,December,09,CH,MAXI SCOOTER,2016,59
8,December,09,CH,MAXI SCOOTER,2016,46.2
7,December,09,CH,MAXI SCOOTER,2016,58.3
5,December,09,CH,MAXI SCOOTER,2016,169.12
2,December,09,CH,MAXI SCOOTER,2016,28.2
1,December,09,CH,MAXI SCOOTER,2016,82.2
26,December,09,BE,MAXI SCOOTER,2016,69.44
23,December,09,BE,MAXI SCOOTER,2016,90.9
21,December,09,BE,MAXI SCOOTER,2016,322.26
20,December,09,BE,MAXI SCOOTER,2016,27.36
19,December,09,BE,MAXI SCOOTER,2016,129.36
16,December,09,BE,MAXI SCOOTER,2016,61.6
15,December,09,BE,MAXI SCOOTER,2016,265.57
14,December,09,BE,MAXI SCOOTER,2016,186.21
13,December,09,BE,MAXI SCOOTER,2016,185.5
12,December,09,BE,MAXI SCOOTER,2016,259.54
9,December,09,BE,MAXI SCOOTER,2016,311.58
8,December,09,BE,MAXI SCOOTER,2016,149.88
7,December,09,BE,MAXI SCOOTER,2016,339.96
6,December,09,BE,MAXI SCOOTER,2016,478.98
5,December,09,BE,MAXI SCOOTER,2016,82.88
2,December,09,BE,MAXI SCOOTER,2016,59.36
1,December,09,BE,MAXI SCOOTER,2016,24
31,January,09,NL,MAXI SCOOTER,2017,109.31
25,January,09,NL,MAXI SCOOTER,2017,78.65
23,January,09,NL,MAXI SCOOTER,2017,171.72
18,January,09,NL,MAXI SCOOTER,2017,106.79
10,January,09,NL,MAXI SCOOTER,2017,104.16
4,January,09,NL,MAXI SCOOTER,2017,66.6
31,January,09,FR,MAXI SCOOTER,2017,2074.89
30,January,09,FR,MAXI SCOOTER,2017,1636.61
27,January,09,FR,MAXI SCOOTER,2017,1007.45
26,January,09,FR,MAXI SCOOTER,2017,3036.83
25,January,09,FR,MAXI SCOOTER,2017,1947.16
24,January,09,FR,MAXI SCOOTER,2017,1384.9
23,January,09,FR,MAXI SCOOTER,2017,1303.04
20,January,09,FR,MAXI SCOOTER,2017,1602.2
19,January,09,FR,MAXI SCOOTER,2017,3066.66
18,January,09,FR,MAXI SCOOTER,2017,2864.87
17,January,09,FR,MAXI SCOOTER,2017,2584.83
16,January,09,FR,MAXI SCOOTER,2017,2461.68
13,January,09,FR,MAXI SCOOTER,2017,1298.9
12,January,09,FR,MAXI SCOOTER,2017,2186.64
11,January,09,FR,MAXI SCOOTER,2017,3237.68
10,January,09,FR,MAXI SCOOTER,2017,3556.47
9,January,09,FR,MAXI SCOOTER,2017,1199.3
6,January,09,FR,MAXI SCOOTER,2017,1426.42
5,January,09,FR,MAXI SCOOTER,2017,2528.67
4,January,09,FR,MAXI SCOOTER,2017,3898.53
3,January,09,FR,MAXI SCOOTER,2017,2896.14
2,January,09,FR,MAXI SCOOTER,2017,1957.94
30,January,09,CH,MAXI SCOOTER,2017,97.89
26,January,09,CH,MAXI SCOOTER,2017,306.99
24,January,09,CH,MAXI SCOOTER,2017,111.8
23,January,09,CH,MAXI SCOOTER,2017,278.76
20,January,09,CH,MAXI SCOOTER,2017,83.16
18,January,09,CH,MAXI SCOOTER,2017,87.45
16,January,09,CH,MAXI SCOOTER,2017,154.5
12,January,09,CH,MAXI SCOOTER,2017,100.8
11,January,09,CH,MAXI SCOOTER,2017,110.15
10,January,09,CH,MAXI SCOOTER,2017,154.36
4,January,09,CH,MAXI SCOOTER,2017,37.8
2,January,09,CH,MAXI SCOOTER,2017,47.7
31,January,09,BE,MAXI SCOOTER,2017,116.41
30,January,09,BE,MAXI SCOOTER,2017,116.88
27,January,09,BE,MAXI SCOOTER,2017,56.16
26,January,09,BE,MAXI SCOOTER,2017,62.1
25,January,09,BE,MAXI SCOOTER,2017,256.86
24,January,09,BE,MAXI SCOOTER,2017,40.47
23,January,09,BE,MAXI SCOOTER,2017,268.57
20,January,09,BE,MAXI SCOOTER,2017,30.24
19,January,09,BE,MAXI SCOOTER,2017,161.22
18,January,09,BE,MAXI SCOOTER,2017,412.95
17,January,09,BE,MAXI SCOOTER,2017,130.96
16,January,09,BE,MAXI SCOOTER,2017,63.34
13,January,09,BE,MAXI SCOOTER,2017,51.84
12,January,09,BE,MAXI SCOOTER,2017,181.98
11,January,09,BE,MAXI SCOOTER,2017,26.5
10,January,09,BE,MAXI SCOOTER,2017,158.58
6,January,09,BE,MAXI SCOOTER,2017,33.1
5,January,09,BE,MAXI SCOOTER,2017,53.84
4,January,09,BE,MAXI SCOOTER,2017,126.57
3,January,09,BE,MAXI SCOOTER,2017,120.4
2,January,09,BE,MAXI SCOOTER,2017,236.51
16,February,09,NL,MAXI SCOOTER,2017,63.24
28,February,09,FR,MAXI SCOOTER,2017,3041.72
27,February,09,FR,MAXI SCOOTER,2017,2240.22
24,February,09,FR,MAXI SCOOTER,2017,1072.64
23,February,09,FR,MAXI SCOOTER,2017,3285.17
22,February,09,FR,MAXI SCOOTER,2017,2124.13
21,February,09,FR,MAXI SCOOTER,2017,2414.51
20,February,09,FR,MAXI SCOOTER,2017,3391.67
17,February,09,FR,MAXI SCOOTER,2017,2161.11
16,February,09,FR,MAXI SCOOTER,2017,2618.25
15,February,09,FR,MAXI SCOOTER,2017,4923.95
14,February,09,FR,MAXI SCOOTER,2017,2693.6
13,February,09,FR,MAXI SCOOTER,2017,1778.76
12,February,09,FR,MAXI SCOOTER,2017,-57.12
10,February,09,FR,MAXI SCOOTER,2017,799.25
9,February,09,FR,MAXI SCOOTER,2017,2094.24
8,February,09,FR,MAXI SCOOTER,2017,2808.23
7,February,09,FR,MAXI SCOOTER,2017,4001.58
6,February,09,FR,MAXI SCOOTER,2017,2926.8
3,February,09,FR,MAXI SCOOTER,2017,1461.91
2,February,09,FR,MAXI SCOOTER,2017,3312.4
1,February,09,FR,MAXI SCOOTER,2017,4296.74
28,February,09,CH,MAXI SCOOTER,2017,500.16
27,February,09,CH,MAXI SCOOTER,2017,208.95
24,February,09,CH,MAXI SCOOTER,2017,71.1
23,February,09,CH,MAXI SCOOTER,2017,105.84
22,February,09,CH,MAXI SCOOTER,2017,-35.1
21,February,09,CH,MAXI SCOOTER,2017,318.21
20,February,09,CH,MAXI SCOOTER,2017,283.5
17,February,09,CH,MAXI SCOOTER,2017,92.61
16,February,09,CH,MAXI SCOOTER,2017,201.25
15,February,09,CH,MAXI SCOOTER,2017,184.45
14,February,09,CH,MAXI SCOOTER,2017,150.26
