Day of Invoice Document Date,Month of Invoice Document Date,Product Group Code,SalesRegion,Universe Title,Year of Invoice Document Date,SalesEUR
7,January,01,NL,50CC,2016,11.61
29,January,01,FR,50CC,2016,3194.87
28,January,01,FR,50CC,2016,3823.8076
27,January,01,FR,50CC,2016,3621.4721
26,January,01,FR,50CC,2016,5095.5164
25,January,01,FR,50CC,2016,4118.3923
22,January,01,FR,50CC,2016,1937.58
21,January,01,FR,50CC,2016,3965.0634
20,January,01,FR,50CC,2016,3935.17
19,January,01,FR,50CC,2016,3894.688
18,January,01,FR,50CC,2016,3432.2926
15,January,01,FR,50CC,2016,1962.26
14,January,01,FR,50CC,2016,5516.0123
13,January,01,FR,50CC,2016,4980.7233
12,January,01,FR,50CC,2016,4899.294
11,January,01,FR,50CC,2016,4729.47
10,January,01,FR,50CC,2016,-99.59
8,January,01,FR,50CC,2016,3473.455
7,January,01,FR,50CC,2016,4847.6245
6,January,01,FR,50CC,2016,3237.1822
5,January,01,FR,50CC,2016,4378.7628
4,January,01,FR,50CC,2016,4243.622
29,January,01,CH,50CC,2016,16.08
28,January,01,CH,50CC,2016,78.89
27,January,01,CH,50CC,2016,38.89
22,January,01,CH,50CC,2016,18.81
21,January,01,CH,50CC,2016,102.49
19,January,01,CH,50CC,2016,22.17
18,January,01,CH,50CC,2016,7.75
13,January,01,CH,50CC,2016,7.75
12,January,01,CH,50CC,2016,199.44
5,January,01,CH,50CC,2016,14.65
28,January,01,BE,50CC,2016,393.53
27,January,01,BE,50CC,2016,119.44
26,January,01,BE,50CC,2016,318.84
25,January,01,BE,50CC,2016,173.03
21,January,01,BE,50CC,2016,9.71
20,January,01,BE,50CC,2016,158.24
19,January,01,BE,50CC,2016,57.79
18,January,01,BE,50CC,2016,89.98
15,January,01,BE,50CC,2016,9.95
14,January,01,BE,50CC,2016,172.54
13,January,01,BE,50CC,2016,107.78
12,January,01,BE,50CC,2016,164.71
11,January,01,BE,50CC,2016,230.19
8,January,01,BE,50CC,2016,177.23
7,January,01,BE,50CC,2016,158.77
6,January,01,BE,50CC,2016,394.69
5,January,01,BE,50CC,2016,150.97
4,January,01,BE,50CC,2016,333.98
29,February,01,NL,50CC,2016,17.9
25,February,01,NL,50CC,2016,3.93
22,February,01,NL,50CC,2016,81.4
16,February,01,NL,50CC,2016,0.75
11,February,01,NL,50CC,2016,102.68
9,February,01,NL,50CC,2016,7.47
8,February,01,NL,50CC,2016,49.65
29,February,01,FR,50CC,2016,2364.3005
26,February,01,FR,50CC,2016,2868.1
25,February,01,FR,50CC,2016,3431.14
24,February,01,FR,50CC,2016,3312.97
23,February,01,FR,50CC,2016,4285.94
22,February,01,FR,50CC,2016,3349.39
19,February,01,FR,50CC,2016,3318.68
18,February,01,FR,50CC,2016,4197.0075
17,February,01,FR,50CC,2016,5095.9525
16,February,01,FR,50CC,2016,4409.37
15,February,01,FR,50CC,2016,2784.1434
12,February,01,FR,50CC,2016,2524.1301
11,February,01,FR,50CC,2016,5140.6482
10,February,01,FR,50CC,2016,4462.95
9,February,01,FR,50CC,2016,4761.8904
8,February,01,FR,50CC,2016,4123.97
5,February,01,FR,50CC,2016,2068.8731
4,February,01,FR,50CC,2016,5025.5381
3,February,01,FR,50CC,2016,4973.0184
2,February,01,FR,50CC,2016,4444.4265
1,February,01,FR,50CC,2016,4436.77
29,February,01,CH,50CC,2016,28.37
25,February,01,CH,50CC,2016,395.16
24,February,01,CH,50CC,2016,23.93
23,February,01,CH,50CC,2016,278.25
19,February,01,CH,50CC,2016,19.44
17,February,01,CH,50CC,2016,81.52
16,February,01,CH,50CC,2016,74.28
15,February,01,CH,50CC,2016,11.06
12,February,01,CH,50CC,2016,7.75
11,February,01,CH,50CC,2016,262.27
10,February,01,CH,50CC,2016,104.26
9,February,01,CH,50CC,2016,31.05
8,February,01,CH,50CC,2016,151.82
5,February,01,CH,50CC,2016,87.75
4,February,01,CH,50CC,2016,178.03
2,February,01,CH,50CC,2016,32.85
29,February,01,BE,50CC,2016,244.29
25,February,01,BE,50CC,2016,203.96
24,February,01,BE,50CC,2016,7.97
23,February,01,BE,50CC,2016,59.81
22,February,01,BE,50CC,2016,192.23
18,February,01,BE,50CC,2016,149.02
17,February,01,BE,50CC,2016,120.25
16,February,01,BE,50CC,2016,205.86
15,February,01,BE,50CC,2016,126.88
12,February,01,BE,50CC,2016,49.65
11,February,01,BE,50CC,2016,113.14
10,February,01,BE,50CC,2016,194.33
9,February,01,BE,50CC,2016,-0.74
8,February,01,BE,50CC,2016,74.27
5,February,01,BE,50CC,2016,64.44
4,February,01,BE,50CC,2016,246.91
3,February,01,BE,50CC,2016,116.9222
2,February,01,BE,50CC,2016,218
1,February,01,BE,50CC,2016,36.16
30,March,01,NL,50CC,2016,11.01
21,March,01,NL,50CC,2016,52.24
16,March,01,NL,50CC,2016,71.79
14,March,01,NL,50CC,2016,114.61
9,March,01,NL,50CC,2016,7.74
8,March,01,NL,50CC,2016,31.61
4,March,01,NL,50CC,2016,10.91
1,March,01,NL,50CC,2016,6.77
31,March,01,FR,50CC,2016,4505.5562
30,March,01,FR,50CC,2016,4962.62
29,March,01,FR,50CC,2016,7540.4818
24,March,01,FR,50CC,2016,5019.6803
23,March,01,FR,50CC,2016,5171.38
22,March,01,FR,50CC,2016,5065.5713
21,March,01,FR,50CC,2016,3199.49
18,March,01,FR,50CC,2016,3554.77
17,March,01,FR,50CC,2016,4569.5629
16,March,01,FR,50CC,2016,3677.4845
15,March,01,FR,50CC,2016,4419.56
14,March,01,FR,50CC,2016,2782.4984
11,March,01,FR,50CC,2016,3972.9
10,March,01,FR,50CC,2016,4491.1411
9,March,01,FR,50CC,2016,4330.97
8,March,01,FR,50CC,2016,5148.7662
7,March,01,FR,50CC,2016,3879.8971
4,March,01,FR,50CC,2016,3316.54
3,March,01,FR,50CC,2016,4841.1268
2,March,01,FR,50CC,2016,4783.15
1,March,01,FR,50CC,2016,4737.5601
31,March,01,CH,50CC,2016,181.15
29,March,01,CH,50CC,2016,115.34
23,March,01,CH,50CC,2016,11.08
22,March,01,CH,50CC,2016,11.06
21,March,01,CH,50CC,2016,76.61
18,March,01,CH,50CC,2016,23.27
17,March,01,CH,50CC,2016,13.86
16,March,01,CH,50CC,2016,15.95
15,March,01,CH,50CC,2016,295.18
14,March,01,CH,50CC,2016,11.08
10,March,01,CH,50CC,2016,55.28
9,March,01,CH,50CC,2016,35.08
8,March,01,CH,50CC,2016,7.17
7,March,01,CH,50CC,2016,17.98
4,March,01,CH,50CC,2016,1.39
3,March,01,CH,50CC,2016,49.7
2,March,01,CH,50CC,2016,246.98
1,March,01,CH,50CC,2016,18.25
31,March,01,BE,50CC,2016,206.92
30,March,01,BE,50CC,2016,42.96
29,March,01,BE,50CC,2016,419.17
24,March,01,BE,50CC,2016,223.61
23,March,01,BE,50CC,2016,78.71
22,March,01,BE,50CC,2016,147.63
21,March,01,BE,50CC,2016,59.85
18,March,01,BE,50CC,2016,114.25
17,March,01,BE,50CC,2016,56.07
16,March,01,BE,50CC,2016,163.19
15,March,01,BE,50CC,2016,139.52
14,March,01,BE,50CC,2016,77.81
10,March,01,BE,50CC,2016,283.74
9,March,01,BE,50CC,2016,94.95
8,March,01,BE,50CC,2016,110.68
7,March,01,BE,50CC,2016,147.39
4,March,01,BE,50CC,2016,36.38
3,March,01,BE,50CC,2016,133.21
2,March,01,BE,50CC,2016,156.32
1,March,01,BE,50CC,2016,152.5
29,April,01,NL,50CC,2016,8.98
28,April,01,NL,50CC,2016,27.59
25,April,01,NL,50CC,2016,11.35
19,April,01,NL,50CC,2016,2.83
18,April,01,NL,50CC,2016,17.96
11,April,01,NL,50CC,2016,18.52
6,April,01,NL,50CC,2016,17.5
29,April,01,FR,50CC,2016,2897.056
28,April,01,FR,50CC,2016,4077.7866
27,April,01,FR,50CC,2016,4052.0656
26,April,01,FR,50CC,2016,5155.8629
25,April,01,FR,50CC,2016,3976.2453
22,April,01,FR,50CC,2016,2751.9412
21,April,01,FR,50CC,2016,5720.3236
20,April,01,FR,50CC,2016,5052.81
19,April,01,FR,50CC,2016,4634.77
18,April,01,FR,50CC,2016,4525.0725
15,April,01,FR,50CC,2016,3179.3993
14,April,01,FR,50CC,2016,5971.5647
13,April,01,FR,50CC,2016,5376.24
12,April,01,FR,50CC,2016,4960.5368
11,April,01,FR,50CC,2016,4960.51
8,April,01,FR,50CC,2016,2717.01
7,April,01,FR,50CC,2016,4904.36
6,April,01,FR,50CC,2016,5212.9902
5,April,01,FR,50CC,2016,5049.9478
4,April,01,FR,50CC,2016,3584.8702
1,April,01,FR,50CC,2016,3112.6402
29,April,01,CH,50CC,2016,7.75
28,April,01,CH,50CC,2016,78.76
27,April,01,CH,50CC,2016,347.96
26,April,01,CH,50CC,2016,18.31
25,April,01,CH,50CC,2016,423.79
21,April,01,CH,50CC,2016,215.72
19,April,01,CH,50CC,2016,28.21
18,April,01,CH,50CC,2016,53.15
14,April,01,CH,50CC,2016,190.47
13,April,01,CH,50CC,2016,298.22
12,April,01,CH,50CC,2016,78.66
11,April,01,CH,50CC,2016,7.75
8,April,01,CH,50CC,2016,104.88
7,April,01,CH,50CC,2016,7.75
6,April,01,CH,50CC,2016,31.56
5,April,01,CH,50CC,2016,18.24
4,April,01,CH,50CC,2016,31.06
29,April,01,BE,50CC,2016,172.08
28,April,01,BE,50CC,2016,292.11
27,April,01,BE,50CC,2016,215.95
26,April,01,BE,50CC,2016,44.26
25,April,01,BE,50CC,2016,212.68
21,April,01,BE,50CC,2016,261.31
20,April,01,BE,50CC,2016,79.52
19,April,01,BE,50CC,2016,99.74
18,April,01,BE,50CC,2016,131.4156
14,April,01,BE,50CC,2016,166.89
13,April,01,BE,50CC,2016,161.28
12,April,01,BE,50CC,2016,217.46
11,April,01,BE,50CC,2016,290.64
8,April,01,BE,50CC,2016,56.56
7,April,01,BE,50CC,2016,250.6
6,April,01,BE,50CC,2016,337.8478
5,April,01,BE,50CC,2016,64.91
4,April,01,BE,50CC,2016,295.24
1,April,01,BE,50CC,2016,49.55
30,May,01,NL,50CC,2016,34.6
26,May,01,NL,50CC,2016,94.32
18,May,01,NL,50CC,2016,8.98
17,May,01,NL,50CC,2016,9
9,May,01,NL,50CC,2016,7
3,May,01,NL,50CC,2016,-8.98
31,May,01,FR,50CC,2016,5527.26
30,May,01,FR,50CC,2016,4149.542
27,May,01,FR,50CC,2016,3060.47
26,May,01,FR,50CC,2016,4623.9974
25,May,01,FR,50CC,2016,5172.4328
24,May,01,FR,50CC,2016,4932.7956
23,May,01,FR,50CC,2016,5462.042
20,May,01,FR,50CC,2016,3399.1823
19,May,01,FR,50CC,2016,4985.15
18,May,01,FR,50CC,2016,4798.96
17,May,01,FR,50CC,2016,9020.9404
13,May,01,FR,50CC,2016,2717.7243
12,May,01,FR,50CC,2016,5476.2826
11,May,01,FR,50CC,2016,4145.32
10,May,01,FR,50CC,2016,4579.31
9,May,01,FR,50CC,2016,5806.352
6,May,01,FR,50CC,2016,4552.22
4,May,01,FR,50CC,2016,2688.97
3,May,01,FR,50CC,2016,5502.988
2,May,01,FR,50CC,2016,4565.8543
31,May,01,CH,50CC,2016,41.25
30,May,01,CH,50CC,2016,168.56
27,May,01,CH,50CC,2016,133.06
26,May,01,CH,50CC,2016,15.77
24,May,01,CH,50CC,2016,412.94
23,May,01,CH,50CC,2016,67.33
19,May,01,CH,50CC,2016,108.86
18,May,01,CH,50CC,2016,3.31
17,May,01,CH,50CC,2016,169.44
13,May,01,CH,50CC,2016,12.78
12,May,01,CH,50CC,2016,2.19
11,May,01,CH,50CC,2016,9.93
10,May,01,CH,50CC,2016,19.42
9,May,01,CH,50CC,2016,127.22
3,May,01,CH,50CC,2016,68.83
2,May,01,CH,50CC,2016,113.64
31,May,01,BE,50CC,2016,128.24
30,May,01,BE,50CC,2016,247.13
27,May,01,BE,50CC,2016,102.67
26,May,01,BE,50CC,2016,153.62
25,May,01,BE,50CC,2016,64.78
24,May,01,BE,50CC,2016,151.02
23,May,01,BE,50CC,2016,173.62
20,May,01,BE,50CC,2016,43.83
19,May,01,BE,50CC,2016,188.6
18,May,01,BE,50CC,2016,76.75
17,May,01,BE,50CC,2016,246.86
13,May,01,BE,50CC,2016,116.27
12,May,01,BE,50CC,2016,161.73
11,May,01,BE,50CC,2016,125.65
10,May,01,BE,50CC,2016,108.22
9,May,01,BE,50CC,2016,201.17
6,May,01,BE,50CC,2016,22.82
4,May,01,BE,50CC,2016,30.8
3,May,01,BE,50CC,2016,235.05
2,May,01,BE,50CC,2016,93.43
29,June,01,NL,50CC,2016,4.96
24,June,01,NL,50CC,2016,7
20,June,01,NL,50CC,2016,17.96
14,June,01,NL,50CC,2016,8.98
30,June,01,FR,50CC,2016,5130.2202
29,June,01,FR,50CC,2016,6533.8058
28,June,01,FR,50CC,2016,5754.4603
27,June,01,FR,50CC,2016,4446.99
24,June,01,FR,50CC,2016,2969.4724
23,June,01,FR,50CC,2016,4665.81
22,June,01,FR,50CC,2016,5326.49
21,June,01,FR,50CC,2016,4823.5449
20,June,01,FR,50CC,2016,6001.7301
17,June,01,FR,50CC,2016,2832.6947
16,June,01,FR,50CC,2016,6683.1218
15,June,01,FR,50CC,2016,5769.4024
14,June,01,FR,50CC,2016,4357.83
13,June,01,FR,50CC,2016,5332.2056
10,June,01,FR,50CC,2016,2689.92
9,June,01,FR,50CC,2016,5807.3316
8,June,01,FR,50CC,2016,7443.15
7,June,01,FR,50CC,2016,4234.98
6,June,01,FR,50CC,2016,4051.232
3,June,01,FR,50CC,2016,4167.9506
2,June,01,FR,50CC,2016,4884.3802
1,June,01,FR,50CC,2016,5188.3756
30,June,01,CH,50CC,2016,329.16
29,June,01,CH,50CC,2016,111.82
28,June,01,CH,50CC,2016,15.85
27,June,01,CH,50CC,2016,102.32
24,June,01,CH,50CC,2016,98.62
23,June,01,CH,50CC,2016,113.77
22,June,01,CH,50CC,2016,18.81
21,June,01,CH,50CC,2016,226.86
20,June,01,CH,50CC,2016,356.77
16,June,01,CH,50CC,2016,42.53
15,June,01,CH,50CC,2016,125.74
13,June,01,CH,50CC,2016,271.83
8,June,01,CH,50CC,2016,27.75
7,June,01,CH,50CC,2016,211.54
6,June,01,CH,50CC,2016,196.34
2,June,01,CH,50CC,2016,27.55
1,June,01,CH,50CC,2016,54.49
30,June,01,BE,50CC,2016,228.14
29,June,01,BE,50CC,2016,302.18
28,June,01,BE,50CC,2016,228.56
27,June,01,BE,50CC,2016,193.22
24,June,01,BE,50CC,2016,66.98
23,June,01,BE,50CC,2016,211.92
22,June,01,BE,50CC,2016,184.34
21,June,01,BE,50CC,2016,363.06
20,June,01,BE,50CC,2016,302.28
16,June,01,BE,50CC,2016,105.59
15,June,01,BE,50CC,2016,345.63
14,June,01,BE,50CC,2016,82.16
13,June,01,BE,50CC,2016,238.08
9,June,01,BE,50CC,2016,474.98
8,June,01,BE,50CC,2016,148.45
7,June,01,BE,50CC,2016,61.01
6,June,01,BE,50CC,2016,538.22
3,June,01,BE,50CC,2016,8.43
2,June,01,BE,50CC,2016,363.23
1,June,01,BE,50CC,2016,103.87
21,July,01,NL,50CC,2016,17.5
19,July,01,NL,50CC,2016,44.95
13,July,01,NL,50CC,2016,57.58
12,July,01,NL,50CC,2016,3.93
11,July,01,NL,50CC,2016,7.74
5,July,01,NL,50CC,2016,32.41
4,July,01,NL,50CC,2016,140.77
29,July,01,FR,50CC,2016,3394.08
28,July,01,FR,50CC,2016,5314.06
27,July,01,FR,50CC,2016,5962.5
26,July,01,FR,50CC,2016,4054.1724
25,July,01,FR,50CC,2016,4284.1124
22,July,01,FR,50CC,2016,3031.9056
21,July,01,FR,50CC,2016,5833.5656
20,July,01,FR,50CC,2016,5698.2412
19,July,01,FR,50CC,2016,6642.13
18,July,01,FR,50CC,2016,5840.74
15,July,01,FR,50CC,2016,4151.0301
14,July,01,FR,50CC,2016,92.86
13,July,01,FR,50CC,2016,3779.49
12,July,01,FR,50CC,2016,5949.15
11,July,01,FR,50CC,2016,4955.27
8,July,01,FR,50CC,2016,2616.4633
7,July,01,FR,50CC,2016,5500.28
6,July,01,FR,50CC,2016,7341.7424
5,July,01,FR,50CC,2016,5298.28
4,July,01,FR,50CC,2016,4787.8024
1,July,01,FR,50CC,2016,3794.89
29,July,01,CH,50CC,2016,259.57
28,July,01,CH,50CC,2016,-55.65
27,July,01,CH,50CC,2016,109.91
26,July,01,CH,50CC,2016,18.8
25,July,01,CH,50CC,2016,11.67
21,July,01,CH,50CC,2016,210.42
20,July,01,CH,50CC,2016,307.36
19,July,01,CH,50CC,2016,31.83
18,July,01,CH,50CC,2016,107.79
15,July,01,CH,50CC,2016,10.5
13,July,01,CH,50CC,2016,-44.32
12,July,01,CH,50CC,2016,12.72
11,July,01,CH,50CC,2016,120.63
8,July,01,CH,50CC,2016,33.64
7,July,01,CH,50CC,2016,277.91
6,July,01,CH,50CC,2016,-93.79
5,July,01,CH,50CC,2016,20.73
4,July,01,CH,50CC,2016,54.39
29,July,01,BE,50CC,2016,7.74
28,July,01,BE,50CC,2016,130.25
27,July,01,BE,50CC,2016,260.626
26,July,01,BE,50CC,2016,286.87
25,July,01,BE,50CC,2016,25.68
22,July,01,BE,50CC,2016,163.14
20,July,01,BE,50CC,2016,77.46
19,July,01,BE,50CC,2016,111.88
18,July,01,BE,50CC,2016,191.55
15,July,01,BE,50CC,2016,224.16
13,July,01,BE,50CC,2016,463.37
12,July,01,BE,50CC,2016,28.8
11,July,01,BE,50CC,2016,343.27
8,July,01,BE,50CC,2016,18.14
7,July,01,BE,50CC,2016,531.53
6,July,01,BE,50CC,2016,316.38
5,July,01,BE,50CC,2016,180.81
4,July,01,BE,50CC,2016,357.74
1,July,01,BE,50CC,2016,139.99
29,August,01,NL,50CC,2016,132.55
24,August,01,NL,50CC,2016,10.91
16,August,01,NL,50CC,2016,18.81
11,August,01,NL,50CC,2016,-16.15
8,August,01,NL,50CC,2016,47.01
5,August,01,NL,50CC,2016,19.89
3,August,01,NL,50CC,2016,16.76
2,August,01,NL,50CC,2016,16.15
31,August,01,FR,50CC,2016,5364.3471
30,August,01,FR,50CC,2016,5454.1171
29,August,01,FR,50CC,2016,3673.37
26,August,01,FR,50CC,2016,2369.1
25,August,01,FR,50CC,2016,5631.6936
24,August,01,FR,50CC,2016,5120.29
23,August,01,FR,50CC,2016,4709.41
22,August,01,FR,50CC,2016,4357.23
19,August,01,FR,50CC,2016,2236.4771
18,August,01,FR,50CC,2016,4080.658
17,August,01,FR,50CC,2016,3659.14
16,August,01,FR,50CC,2016,6072.86
12,August,01,FR,50CC,2016,2801.85
11,August,01,FR,50CC,2016,3822.81
10,August,01,FR,50CC,2016,4688.33
9,August,01,FR,50CC,2016,4551.09
8,August,01,FR,50CC,2016,4441.2745
5,August,01,FR,50CC,2016,4080.82
4,August,01,FR,50CC,2016,5001.19
3,August,01,FR,50CC,2016,5904.31
2,August,01,FR,50CC,2016,6533.81
1,August,01,FR,50CC,2016,6157.62
31,August,01,CH,50CC,2016,12.78
30,August,01,CH,50CC,2016,185.37
29,August,01,CH,50CC,2016,59.92
26,August,01,CH,50CC,2016,63.19
25,August,01,CH,50CC,2016,71.98
24,August,01,CH,50CC,2016,31.3757
23,August,01,CH,50CC,2016,189.87
22,August,01,CH,50CC,2016,155.86
18,August,01,CH,50CC,2016,107.96
17,August,01,CH,50CC,2016,124.45
16,August,01,CH,50CC,2016,313.77
12,August,01,CH,50CC,2016,11.06
11,August,01,CH,50CC,2016,140.21
10,August,01,CH,50CC,2016,156.95
9,August,01,CH,50CC,2016,220.13
8,August,01,CH,50CC,2016,218.06
5,August,01,CH,50CC,2016,147.75
4,August,01,CH,50CC,2016,5.53
3,August,01,CH,50CC,2016,255.33
2,August,01,CH,50CC,2016,13.86
31,August,01,BE,50CC,2016,217.12
30,August,01,BE,50CC,2016,135.2
29,August,01,BE,50CC,2016,93.9
26,August,01,BE,50CC,2016,262.85
25,August,01,BE,50CC,2016,228.97
24,August,01,BE,50CC,2016,291.63
23,August,01,BE,50CC,2016,73.25
22,August,01,BE,50CC,2016,123.69
19,August,01,BE,50CC,2016,12.81
18,August,01,BE,50CC,2016,46.3
17,August,01,BE,50CC,2016,119.79
16,August,01,BE,50CC,2016,528.54
11,August,01,BE,50CC,2016,437.24
10,August,01,BE,50CC,2016,149.53
9,August,01,BE,50CC,2016,63.54
8,August,01,BE,50CC,2016,147.21
4,August,01,BE,50CC,2016,97.49
3,August,01,BE,50CC,2016,110.45
2,August,01,BE,50CC,2016,118.95
1,August,01,BE,50CC,2016,104.16
22,September,01,NL,50CC,2016,45.99
16,September,01,NL,50CC,2016,12.91
13,September,01,NL,50CC,2016,16.38
9,September,01,NL,50CC,2016,68.24
8,September,01,NL,50CC,2016,91.79
7,September,01,NL,50CC,2016,7.45
6,September,01,NL,50CC,2016,24.64
1,September,01,NL,50CC,2016,10.91
30,September,01,FR,50CC,2016,3680.56
29,September,01,FR,50CC,2016,4939.197
28,September,01,FR,50CC,2016,5092.15
27,September,01,FR,50CC,2016,5407.63
26,September,01,FR,50CC,2016,5238.93
23,September,01,FR,50CC,2016,3254.76
22,September,01,FR,50CC,2016,4503.06
21,September,01,FR,50CC,2016,5659.43
20,September,01,FR,50CC,2016,5819.7571
19,September,01,FR,50CC,2016,4324.56
16,September,01,FR,50CC,2016,3327.88
15,September,01,FR,50CC,2016,5887.1
14,September,01,FR,50CC,2016,7367.69
13,September,01,FR,50CC,2016,5612.18
12,September,01,FR,50CC,2016,6165.88
9,September,01,FR,50CC,2016,4832.37
8,September,01,FR,50CC,2016,5269.86
7,September,01,FR,50CC,2016,7386.76
6,September,01,FR,50CC,2016,5090.02
5,September,01,FR,50CC,2016,6950.5671
2,September,01,FR,50CC,2016,4477.42
1,September,01,FR,50CC,2016,5570.5571
30,September,01,CH,50CC,2016,43.12
28,September,01,CH,50CC,2016,56.52
27,September,01,CH,50CC,2016,360.38
23,September,01,CH,50CC,2016,156.64
22,September,01,CH,50CC,2016,307.04
21,September,01,CH,50CC,2016,188.87
20,September,01,CH,50CC,2016,201.2
19,September,01,CH,50CC,2016,8.31
16,September,01,CH,50CC,2016,124.59
15,September,01,CH,50CC,2016,153.22
14,September,01,CH,50CC,2016,36.03
13,September,01,CH,50CC,2016,24.08
12,September,01,CH,50CC,2016,355.82
9,September,01,CH,50CC,2016,75.37
8,September,01,CH,50CC,2016,93.3
7,September,01,CH,50CC,2016,318.78
6,September,01,CH,50CC,2016,410.68
5,September,01,CH,50CC,2016,285.28
2,September,01,CH,50CC,2016,177.46
1,September,01,CH,50CC,2016,19.39
30,September,01,BE,50CC,2016,7.5
29,September,01,BE,50CC,2016,181.54
28,September,01,BE,50CC,2016,182.73
27,September,01,BE,50CC,2016,183.83
26,September,01,BE,50CC,2016,247.17
23,September,01,BE,50CC,2016,16.74
22,September,01,BE,50CC,2016,262.36
21,September,01,BE,50CC,2016,86.54
20,September,01,BE,50CC,2016,546.66
19,September,01,BE,50CC,2016,284.3
16,September,01,BE,50CC,2016,136.25
15,September,01,BE,50CC,2016,120.49
14,September,01,BE,50CC,2016,314.71
13,September,01,BE,50CC,2016,34.19
12,September,01,BE,50CC,2016,95.71
8,September,01,BE,50CC,2016,209.57
7,September,01,BE,50CC,2016,420.98
6,September,01,BE,50CC,2016,37.16
5,September,01,BE,50CC,2016,127.97
2,September,01,BE,50CC,2016,59.81
1,September,01,BE,50CC,2016,241.79
31,October,01,NL,50CC,2016,10.37
28,October,01,NL,50CC,2016,34.44
27,October,01,NL,50CC,2016,10.91
26,October,01,NL,50CC,2016,8.45
24,October,01,NL,50CC,2016,11.03
20,October,01,NL,50CC,2016,17.03
18,October,01,NL,50CC,2016,17.96
17,October,01,NL,50CC,2016,8.45
12,October,01,NL,50CC,2016,49.65
11,October,01,NL,50CC,2016,2.83
10,October,01,NL,50CC,2016,37.45
7,October,01,NL,50CC,2016,0.75
31,October,01,FR,50CC,2016,3108.5223
28,October,01,FR,50CC,2016,3101.5
27,October,01,FR,50CC,2016,4823.86
26,October,01,FR,50CC,2016,5204.59
25,October,01,FR,50CC,2016,5896.1046
24,October,01,FR,50CC,2016,4563.8207
21,October,01,FR,50CC,2016,3394.9936
20,October,01,FR,50CC,2016,5431.9623
19,October,01,FR,50CC,2016,4388.1223
18,October,01,FR,50CC,2016,6062.17
17,October,01,FR,50CC,2016,3975.1546
14,October,01,FR,50CC,2016,3084.83
13,October,01,FR,50CC,2016,5742.52
12,October,01,FR,50CC,2016,5590.9794
11,October,01,FR,50CC,2016,5981.6966
10,October,01,FR,50CC,2016,4973.18
7,October,01,FR,50CC,2016,3437.67
6,October,01,FR,50CC,2016,6572.1365
5,October,01,FR,50CC,2016,5294.64
4,October,01,FR,50CC,2016,5446.9
3,October,01,FR,50CC,2016,4634.31
31,October,01,CH,50CC,2016,259.08
28,October,01,CH,50CC,2016,187.78
27,October,01,CH,50CC,2016,76.16
26,October,01,CH,50CC,2016,211.23
25,October,01,CH,50CC,2016,448.38
20,October,01,CH,50CC,2016,27.64
19,October,01,CH,50CC,2016,54.14
18,October,01,CH,50CC,2016,46.56
17,October,01,CH,50CC,2016,103.94
13,October,01,CH,50CC,2016,364.97
12,October,01,CH,50CC,2016,297.35
11,October,01,CH,50CC,2016,158.68
10,October,01,CH,50CC,2016,87.69
7,October,01,CH,50CC,2016,88.19
6,October,01,CH,50CC,2016,81.01
5,October,01,CH,50CC,2016,142.75
4,October,01,CH,50CC,2016,78.61
3,October,01,CH,50CC,2016,132.22
31,October,01,BE,50CC,2016,95.83
28,October,01,BE,50CC,2016,-74.17
27,October,01,BE,50CC,2016,330.84
26,October,01,BE,50CC,2016,139.47
25,October,01,BE,50CC,2016,128.04
24,October,01,BE,50CC,2016,587.37
20,October,01,BE,50CC,2016,93.65
19,October,01,BE,50CC,2016,81.93
18,October,01,BE,50CC,2016,-40.77
17,October,01,BE,50CC,2016,343.78
14,October,01,BE,50CC,2016,126.52
13,October,01,BE,50CC,2016,119.76
12,October,01,BE,50CC,2016,305.02
11,October,01,BE,50CC,2016,195.99
10,October,01,BE,50CC,2016,282.5336
7,October,01,BE,50CC,2016,61.65
6,October,01,BE,50CC,2016,315.02
5,October,01,BE,50CC,2016,234.93
4,October,01,BE,50CC,2016,102.06
3,October,01,BE,50CC,2016,171.33
24,November,01,NL,50CC,2016,16.74
16,November,01,NL,50CC,2016,10.91
14,November,01,NL,50CC,2016,76.05
10,November,01,NL,50CC,2016,5.5
9,November,01,NL,50CC,2016,6.1
2,November,01,NL,50CC,2016,26.27
30,November,01,FR,50CC,2016,4355.56
29,November,01,FR,50CC,2016,3531.7456
28,November,01,FR,50CC,2016,4270.79
25,November,01,FR,50CC,2016,2672.6514
24,November,01,FR,50CC,2016,3946.4891
23,November,01,FR,50CC,2016,4010.12
22,November,01,FR,50CC,2016,4600.59
21,November,01,FR,50CC,2016,4771.842
18,November,01,FR,50CC,2016,2544.872
17,November,01,FR,50CC,2016,3384.5696
16,November,01,FR,50CC,2016,5025.1436
15,November,01,FR,50CC,2016,5531.5484
14,November,01,FR,50CC,2016,3637.32
11,November,01,FR,50CC,2016,11.25
10,November,01,FR,50CC,2016,1434.2584
9,November,01,FR,50CC,2016,4324.4846
8,November,01,FR,50CC,2016,4916.5854
7,November,01,FR,50CC,2016,5440.7
4,November,01,FR,50CC,2016,2930.626
3,November,01,FR,50CC,2016,5218.65
2,November,01,FR,50CC,2016,5193.76
1,November,01,FR,50CC,2016,13.45
29,November,01,CH,50CC,2016,3.31
25,November,01,CH,50CC,2016,15.98
24,November,01,CH,50CC,2016,35.09
22,November,01,CH,50CC,2016,7.9381
21,November,01,CH,50CC,2016,240.38
