Lieu	N° région, département	Série	Unité	1971	1972	1973	1974	1975	1976	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011
LIMOUSIN	74	FF42dont Delphinidé sp.	Nombre	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
LIMOUSIN	74	FF42dont Dauphin commun	Nombre	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
LORRAINE	41	FF42Nombre total de mammifères marins échoués	Nombre	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
LORRAINE	41	FF42dont Rorqual commun	Nombre	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
LORRAINE	41	FF42dont Grampus, Dauphin de Risso	Nombre	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
LORRAINE	41	FF42dont Phocidé sp.	Nombre	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
LORRAINE	41	FF42dont Phoque veau marin	Nombre	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
LORRAINE	41	FF42dont Globicéphale noir	Nombre	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
LORRAINE	41	FF42dont Grand dauphin	Nombre	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
LORRAINE	41	FF42dont Odontocète sp.	Nombre	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
LORRAINE	41	FF42dont Phoque gris	Nombre	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
LORRAINE	41	FF42dont Marsouin commun	Nombre	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
LORRAINE	41	FF42dont Dauphin bleu et blanc	Nombre	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
LORRAINE	41	FF42dont Delphinidé sp.	Nombre	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
LORRAINE	41	FF42dont Dauphin commun	Nombre	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
MIDI-PYRENEES	73	FF42Nombre total de mammifères marins échoués	Nombre	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
MIDI-PYRENEES	73	FF42dont Rorqual commun	Nombre	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
MIDI-PYRENEES	73	FF42dont Grampus, Dauphin de Risso	Nombre	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
MIDI-PYRENEES	73	FF42dont Phocidé sp.	Nombre	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
MIDI-PYRENEES	73	FF42dont Phoque veau marin	Nombre	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
MIDI-PYRENEES	73	FF42dont Globicéphale noir	Nombre	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
MIDI-PYRENEES	73	FF42dont Grand dauphin	Nombre	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
MIDI-PYRENEES	73	FF42dont Odontocète sp.	Nombre	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
MIDI-PYRENEES	73	FF42dont Phoque gris	Nombre	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
MIDI-PYRENEES	73	FF42dont Marsouin commun	Nombre	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
MIDI-PYRENEES	73	FF42dont Dauphin bleu et blanc	Nombre	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
MIDI-PYRENEES	73	FF42dont Delphinidé sp.	Nombre	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
MIDI-PYRENEES	73	FF42dont Dauphin commun	Nombre	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
NORD-PAS-DE-CALAIS	31	FF42Nombre total de mammifères marins échoués	Nombre	0.0	1.0	1.0	1.0	0.0	2.0	3.0	3.0	4.0	4.0	4.0	3.0	6.0	6.0	2.0	3.0	5.0	4.0	1.0	4.0	7.0	5.0	4.0	5.0	7.0	12.0	13.0	16.0	24.0	19.0	30.0	24.0	40.0	46.0	53.0	66.0	63.0	48.0	77.0	67.0	75.0
NORD-PAS-DE-CALAIS	31	FF42dont Rorqual commun	Nombre	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NORD-PAS-DE-CALAIS	31	FF42dont Grampus, Dauphin de Risso	Nombre	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NORD-PAS-DE-CALAIS	31	FF42dont Phocidé sp.	Nombre	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	1.0	3.0	0.0	8.0	3.0	8.0
NORD-PAS-DE-CALAIS	31	FF42dont Phoque veau marin	Nombre	0.0	1.0	0.0	1.0	0.0	2.0	1.0	0.0	2.0	2.0	1.0	1.0	3.0	3.0	1.0	3.0	4.0	3.0	1.0	2.0	3.0	2.0	3.0	2.0	1.0	6.0	4.0	10.0	10.0	10.0	8.0	8.0	11.0	13.0	15.0	23.0	15.0	14.0	11.0	19.0	11.0
NORD-PAS-DE-CALAIS	31	FF42dont Globicéphale noir	Nombre	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NORD-PAS-DE-CALAIS	31	FF42dont Grand dauphin	Nombre	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NORD-PAS-DE-CALAIS	31	FF42dont Odontocète sp.	Nombre	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	3.0
NORD-PAS-DE-CALAIS	31	FF42dont Phoque gris	Nombre	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	5.0	3.0	1.0	0.0	6.0	2.0	9.0	0.0	8.0	4.0	3.0	3.0	7.0	6.0	8.0	10.0	4.0
NORD-PAS-DE-CALAIS	31	FF42dont Marsouin commun	Nombre	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	6.0	1.0	6.0	4.0	9.0	11.0	17.0	26.0	33.0	36.0	35.0	23.0	48.0	35.0	48.0
NORD-PAS-DE-CALAIS	31	FF42dont Dauphin bleu et blanc	Nombre	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NORD-PAS-DE-CALAIS	31	FF42dont Delphinidé sp.	Nombre	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
NORD-PAS-DE-CALAIS	31	FF42dont Dauphin commun	Nombre	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0
PAYS DE LA LOIRE	52	FF42Nombre total de mammifères marins échoués	Nombre	1.0	1.0	0.0	4.0	5.0	1.0	3.0	3.0	1.0	8.0	10.0	8.0	16.0	21.0	16.0	19.0	19.0	67.0	75.0	57.0	97.0	40.0	34.0	44.0	37.0	18.0	198.0	29.0	69.0	188.0	134.0	160.0	34.0	99.0	62.0	93.0	68.0	88.0	155.0	57.0	106.0
PAYS DE LA LOIRE	52	FF42dont Rorqual commun	Nombre	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
PAYS DE LA LOIRE	52	FF42dont Grampus, Dauphin de Risso	Nombre	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
PAYS DE LA LOIRE	52	FF42dont Phocidé sp.	Nombre	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	2.0
PAYS DE LA LOIRE	52	FF42dont Phoque veau marin	Nombre	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PAYS DE LA LOIRE	52	FF42dont Globicéphale noir	Nombre	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	2.0	2.0	0.0	0.0	2.0	2.0	4.0	1.0	0.0	0.0	1.0	1.0	2.0	1.0	2.0	0.0	1.0	2.0	4.0	4.0	1.0	3.0	5.0	1.0	4.0	2.0	1.0	0.0	1.0
PAYS DE LA LOIRE	52	FF42dont Grand dauphin	Nombre	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	3.0	0.0	1.0	1.0	2.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	6.0	1.0	0.0	1.0	3.0	2.0	1.0	4.0	3.0	3.0	0.0	2.0	4.0	0.0	1.0
PAYS DE LA LOIRE	52	FF42dont Odontocète sp.	Nombre	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	4.0	6.0	0.0	10.0
PAYS DE LA LOIRE	52	FF42dont Phoque gris	Nombre	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	2.0	1.0	1.0	2.0	0.0	4.0	3.0	0.0	0.0	2.0	4.0	0.0	2.0	1.0	0.0	1.0	1.0	4.0	2.0	4.0	3.0	3.0	1.0	3.0	5.0	0.0	3.0	10.0	0.0	2.0	1.0
PAYS DE LA LOIRE	52	FF42dont Marsouin commun	Nombre	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	2.0	1.0	4.0	9.0	10.0	11.0	4.0	6.0	5.0	6.0	2.0	3.0	26.0	6.0	7.0
PAYS DE LA LOIRE	52	FF42dont Dauphin bleu et blanc	Nombre	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	2.0	2.0	2.0	2.0	0.0	3.0	0.0	4.0	1.0	1.0	3.0	1.0	1.0	2.0	2.0	3.0	6.0	6.0	11.0	13.0	2.0	7.0	4.0	0.0	8.0	7.0	3.0	2.0	12.0
PAYS DE LA LOIRE	52	FF42dont Delphinidé sp.	Nombre	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	2.0	2.0	2.0	2.0	3.0	2.0	0.0	20.0	43.0	21.0	60.0	26.0	6.0	18.0	9.0	7.0	65.0	5.0	13.0	43.0	26.0	24.0	2.0	8.0	8.0	3.0	5.0	8.0	14.0	7.0	10.0
PAYS DE LA LOIRE	52	FF42dont Dauphin commun	Nombre	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	4.0	4.0	2.0	3.0	8.0	10.0	9.0	11.0	39.0	28.0	27.0	30.0	9.0	18.0	18.0	22.0	7.0	120.0	12.0	41.0	121.0	72.0	101.0	21.0	65.0	31.0	73.0	40.0	49.0	101.0	38.0	61.0
PICARDIE	22	FF42Nombre total de mammifères marins échoués	Nombre	0.0	0.0	0.0	4.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	4.0	3.0	1.0	3.0	1.0	0.0	2.0	3.0	3.0	4.0	3.0	3.0	9.0	10.0	10.0	5.0	15.0	9.0	8.0	18.0	17.0	10.0	31.0	26.0	34.0	24.0	31.0
PICARDIE	22	FF42dont Rorqual commun	Nombre	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PICARDIE	22	FF42dont Grampus, Dauphin de Risso	Nombre	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PICARDIE	22	FF42dont Phocidé sp.	Nombre	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0
PICARDIE	22	FF42dont Phoque veau marin	Nombre	0.0	0.0	0.0	2.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	2.0	1.0	3.0	2.0	1.0	3.0	6.0	6.0	6.0	5.0	11.0	7.0	5.0	8.0	12.0	4.0	12.0	17.0	21.0	17.0	12.0
PICARDIE	22	FF42dont Globicéphale noir	Nombre	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PICARDIE	22	FF42dont Grand dauphin	Nombre	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PICARDIE	22	FF42dont Odontocète sp.	Nombre	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	3.0
PICARDIE	22	FF42dont Phoque gris	Nombre	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	1.0	2.0
PICARDIE	22	FF42dont Marsouin commun	Nombre	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	2.0	4.0	0.0	4.0	2.0	2.0	8.0	4.0	5.0	17.0	7.0	12.0	4.0	10.0
PICARDIE	22	FF42dont Dauphin bleu et blanc	Nombre	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PICARDIE	22	FF42dont Delphinidé sp.	Nombre	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PICARDIE	22	FF42dont Dauphin commun	Nombre	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
POITOU-CHARENTES	54	FF42Nombre total de mammifères marins échoués	Nombre	3.0	6.0	1.0	5.0	3.0	3.0	3.0	10.0	16.0	10.0	12.0	13.0	16.0	16.0	13.0	60.0	7.0	44.0	212.0	60.0	37.0	50.0	22.0	29.0	48.0	17.0	158.0	23.0	97.0	84.0	102.0	141.0	17.0	43.0	74.0	71.0	49.0	86.0	78.0	25.0	51.0
POITOU-CHARENTES	54	FF42dont Rorqual commun	Nombre	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
POITOU-CHARENTES	54	FF42dont Grampus, Dauphin de Risso	Nombre	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
POITOU-CHARENTES	54	FF42dont Phocidé sp.	Nombre	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0
POITOU-CHARENTES	54	FF42dont Phoque veau marin	Nombre	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
POITOU-CHARENTES	54	FF42dont Globicéphale noir	Nombre	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	4.0	0.0	2.0	0.0	1.0	2.0	0.0	1.0	0.0	0.0	1.0	0.0	2.0	1.0	0.0	1.0	1.0	0.0	1.0	2.0	2.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0
POITOU-CHARENTES	54	FF42dont Grand dauphin	Nombre	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	3.0	1.0	0.0	0.0	2.0	2.0	2.0	5.0	2.0	3.0	2.0	4.0	4.0	0.0	4.0	0.0	0.0
POITOU-CHARENTES	54	FF42dont Odontocète sp.	Nombre	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	4.0	1.0	0.0	1.0	0.0	12.0	6.0	2.0	1.0	0.0	0.0	5.0
POITOU-CHARENTES	54	FF42dont Phoque gris	Nombre	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	4.0	1.0	1.0	1.0	2.0	2.0	0.0	0.0	1.0	1.0	1.0	3.0	3.0	2.0	2.0	0.0	0.0	0.0	2.0	1.0	2.0	1.0	3.0	1.0	2.0	0.0
